"#","Statium","Roof Type","Surface Type","Field Goals Made","Field Goals Missed","Temperture","Realtive Humitity","Wind Speed","Wind Chill"
5106,Mercedes-Benz Stadium,retractable roof (closed),fieldturf,2,3,N/A,N/A,N/A,N/A
5107,New Era Field,outdoors,astroturf,2,3,58,71,10,N/A
5108,Lucas Oil Stadium,retractable roof (closed),fieldturf,2,3,N/A,N/A,N/A,N/A
5109,Ford Field,dome,fieldturf,5,6,N/A,N/A,N/A,N/A
5110,NRG Stadium,retractable roof (closed),grass,4,5,N/A,N/A,N/A,N/A
5111,Hard Rock Stadium,outdoors,grass,4,6,88,53,15,N/A
5112,MetLife Stadium,outdoors,fieldturf,2,2,77,42,11,N/A
5113,M&T Bank Stadium,outdoors,grass,3,3,83,57,8,N/A
5114,State Farm Stadium,retractable roof (closed),grass,3,5,N/A,N/A,N/A,N/A
5115,Los Angeles Memorial Coliseum,outdoors,grass,4,4,74,41,2,N/A
5116,Soldier Field,outdoors,grass,3,3,67,89,8,N/A
5117,Empower Field at Mile High,outdoors,grass,5,5,87,11,14,N/A
5118,Mercedes-Benz Superdome,dome,astroturf,5,5,N/A,N/A,N/A,N/A
5119,Heinz Field,outdoors,grass,3,3,76,72,1,N/A
5120,CenturyLink Field,outdoors,fieldturf,4,6,57,56,7,N/A
5121,Bank of America Stadium,outdoors,grass,2,4,72,59,4,N/A
5122,Paul Brown Stadium,outdoors,grass,7,8,76,68,6,N/A
5123,NRG Stadium,retractable roof (closed),grass,3,3,N/A,N/A,N/A,N/A
5124,Mercedes-Benz Superdome,dome,astroturf,2,2,N/A,N/A,N/A,N/A
5125,MetLife Stadium,outdoors,fieldturf,5,5,66,73,10,N/A
5126,Nissan Stadium,outdoors,grass,0,4,77,71,13,N/A
5127,Lincoln Financial Field,outdoors,grass,1,2,68,68,10,N/A
5128,Heinz Field,outdoors,grass,7,7,70,74,7,N/A
5129,Tottenham Stadium,outdoors,grass,1,1,59,60,15,N/A
5130,FedExField,outdoors,grass,2,2,70,66,8,N/A
5131,StubHub Center,outdoors,grass,4,6,85,35,12,N/A
5132,AT&T Stadium,retractable roof (closed),fieldturf,3,5,N/A,N/A,N/A,N/A
5133,Arrowhead Stadium,outdoors,grass,6,6,59,75,3,N/A
5134,Levi's Stadium,outdoors,grass,2,5,87,36,8,N/A
5135,Gillette Stadium,outdoors,fieldturf,0,1,54,61,13,N/A
5136,Tottenham Stadium,outdoors,grass,4,6,61,86,14,N/A
5137,FirstEnergy Stadium,outdoors,grass,2,2,58,38,20,N/A
5138,TIAA Bank Stadium,outdoors,grass,4,4,81,56,3,N/A
5139,Arrowhead Stadium,outdoors,grass,2,4,56,47,2,N/A
5140,Hard Rock Stadium,outdoors,grass,2,3,84,66,13,N/A
5141,U.S. Bank Stadium,dome,sportturf,3,3,N/A,N/A,N/A,N/A
5142,M&T Bank Stadium,outdoors,grass,4,4,64,43,7,N/A
5143,State Farm Stadium,retractable roof (closed),grass,4,4,N/A,N/A,N/A,N/A
5144,Los Angeles Memorial Coliseum,outdoors,grass,2,3,77,42,2,N/A
5145,Empower Field at Mile High,outdoors,grass,3,3,69,9,7,N/A
5146,MetLife Stadium,outdoors,fieldturf,4,5,66,38,7,N/A
5147,StubHub Center,outdoors,grass,2,3,71,61,9,N/A
5148,Lambeau Field,outdoors,grass,8,8,43,73,5,N/A
5149,Empower Field at Mile High,outdoors,grass,3,4,75,7,6,N/A
5150,Mercedes-Benz Stadium,retractable roof (open),fieldturf,4,6,N/A,N/A,N/A,N/A
5151,New Era Field,outdoors,astroturf,3,3,65,54,7,N/A
5152,Paul Brown Stadium,outdoors,grass,5,5,70,63,2,N/A
5153,Lucas Oil Stadium,retractable roof (open),fieldturf,3,3,N/A,N/A,N/A,N/A
5154,Ford Field,dome,fieldturf,1,2,N/A,N/A,N/A,N/A
5155,Lambeau Field,outdoors,grass,1,1,55,74,6,N/A
5156,MetLife Stadium,outdoors,fieldturf,2,3,56,78,3,N/A
5157,FedExField,outdoors,grass,3,5,55,93,12,N/A
5158,Nissan Stadium,outdoors,grass,3,3,77,40,2,N/A
5159,Soldier Field,outdoors,grass,3,5,54,84,6,N/A
5160,CenturyLink Field,outdoors,fieldturf,6,7,50,79,8,N/A
5161,AT&T Stadium,retractable roof (closed),fieldturf,4,4,N/A,N/A,N/A,N/A
5162,MetLife Stadium,outdoors,fieldturf,1,1,58,73,0,N/A
5163,U.S. Bank Stadium,dome,sportturf,7,7,N/A,N/A,N/A,N/A
5164,Mercedes-Benz Stadium,retractable roof (open),fieldturf,4,6,N/A,N/A,N/A,N/A
5165,New Era Field,outdoors,astroturf,1,2,54,87,23,N/A
5166,Soldier Field,outdoors,grass,4,7,52,59,9,N/A
5167,Lucas Oil Stadium,retractable roof (open),fieldturf,5,6,N/A,N/A,N/A,N/A
5168,Ford Field,dome,fieldturf,1,2,N/A,N/A,N/A,N/A
5169,TIAA Bank Stadium,outdoors,grass,3,3,N/A,N/A,N/A,N/A
5170,Mercedes-Benz Superdome,dome,astroturf,4,5,N/A,N/A,N/A,N/A
5171,Nissan Stadium,outdoors,grass,5,5,59,67,3,N/A
5172,Wembley Stadium,outdoors,grass,2,2,48,69,5,N/A
5173,Levi's Stadium,outdoors,grass,2,2,66,20,19,N/A
5174,NRG Stadium,retractable roof (closed),grass,3,3,N/A,N/A,N/A,N/A
5175,Gillette Stadium,outdoors,fieldturf,4,6,49,91,11,N/A
5176,Arrowhead Stadium,outdoors,grass,2,3,54,60,5,N/A
5177,Heinz Field,outdoors,grass,2,3,59,50,2,N/A
5178,State Farm Stadium,retractable roof (closed),grass,1,1,N/A,N/A,N/A,N/A
5179,Wembley Stadium,outdoors,grass,3,4,53,54,6,N/A
5180,New Era Field,outdoors,astroturf,4,4,42,56,18,N/A
5181,Bank of America Stadium,outdoors,grass,1,5,58,34,5,N/A
5182,Arrowhead Stadium,outdoors,grass,5,5,54,37,15,N/A
5183,Hard Rock Stadium,outdoors,grass,4,6,85,64,11,N/A
5184,Lincoln Financial Field,outdoors,grass,3,3,52,37,13,N/A
5185,Heinz Field,outdoors,grass,5,6,48,47,12,N/A
5186,Ring Central Coliseum,outdoors,grass,2,3,71,34,6,N/A
5187,CenturyLink Field,outdoors,fieldturf,4,7,54,66,6,N/A
5188,Empower Field at Mile High,outdoors,grass,5,5,55,32,4,N/A
5189,StubHub Center,outdoors,grass,5,6,N/A,N/A,N/A,N/A
5190,M&T Bank Stadium,outdoors,grass,3,3,48,41,1,N/A
5191,MetLife Stadium,outdoors,fieldturf,7,8,51,58,10,N/A
5192,Ring Central Coliseum,outdoors,grass,3,4,54,84,9,N/A
5193,Soldier Field,outdoors,grass,2,2,40,80,12,N/A
5194,Paul Brown Stadium,outdoors,grass,2,2,56,53,9,N/A
5195,FirstEnergy Stadium,outdoors,grass,2,4,N/A,N/A,N/A,N/A
5196,Mercedes-Benz Superdome,dome,astroturf,7,7,N/A,N/A,N/A,N/A
5197,MetLife Stadium,outdoors,fieldturf,2,3,48,50,8,N/A
5198,Nissan Stadium,outdoors,grass,4,5,63,35,9,N/A
5199,Raymond James Stadium,outdoors,grass,5,5,77,53,8,N/A
5200,Lucas Oil Stadium,retractable roof (closed),fieldturf,5,5,N/A,N/A,N/A,N/A
5201,Lambeau Field,outdoors,grass,2,2,N/A,N/A,N/A,N/A
5202,Heinz Field,outdoors,grass,2,3,55,44,12,N/A
5203,AT&T Stadium,retractable roof (closed),fieldturf,3,4,N/A,N/A,N/A,N/A
5204,Levi's Stadium,outdoors,grass,5,6,77,32,3,N/A
5205,FirstEnergy Stadium,outdoors,grass,0,3,36,57,10,N/A
5206,Bank of America Stadium,outdoors,grass,4,5,51,50,11,N/A
5207,Lucas Oil Stadium,retractable roof (closed),fieldturf,1,2,N/A,N/A,N/A,N/A
5208,Ford Field,dome,fieldturf,2,2,N/A,N/A,N/A,N/A
5209,Hard Rock Stadium,outdoors,grass,3,3,62,74,13,N/A
5210,U.S. Bank Stadium,dome,sportturf,3,4,N/A,N/A,N/A,N/A
5211,M&T Bank Stadium,outdoors,grass,2,4,44,56,10,N/A
5212,Raymond James Stadium,outdoors,grass,3,3,55,79,4,N/A
5213,FedExField,outdoors,grass,1,3,43,58,8,N/A
5214,Levi's Stadium,outdoors,grass,3,3,72,46,0,N/A
5215,Lincoln Financial Field,outdoors,grass,4,4,42,57,13,N/A
5216,Ring Central Coliseum,outdoors,grass,2,3,76,41,13,N/A
5217,Los Angeles Memorial Coliseum,outdoors,grass,1,3,79,20,0,N/A
5218,Azteca Stadium,outdoors,grass,4,5,67,63,7,N/A
5219,NRG Stadium,retractable roof (closed),grass,3,3,N/A,N/A,N/A,N/A
5220,Mercedes-Benz Stadium,retractable roof (closed),fieldturf,4,4,N/A,N/A,N/A,N/A
5221,New Era Field,outdoors,astroturf,3,3,40,75,17,N/A
5222,Soldier Field,outdoors,grass,2,4,48,59,12,N/A
5223,Paul Brown Stadium,outdoors,grass,4,4,46,62,10,N/A
5224,FirstEnergy Stadium,outdoors,grass,3,4,39,73,14,N/A
5225,Mercedes-Benz Superdome,dome,astroturf,4,5,N/A,N/A,N/A,N/A
5226,MetLife Stadium,outdoors,fieldturf,3,5,43,93,12,N/A
5227,Lincoln Financial Field,outdoors,grass,2,2,40,78,17,N/A
5228,FedExField,outdoors,grass,7,8,46,56,17,N/A
5229,Nissan Stadium,outdoors,grass,2,2,52,54,9,N/A
5230,Gillette Stadium,outdoors,fieldturf,5,8,38,90,16,N/A
5231,Levi's Stadium,outdoors,grass,3,3,63,40,7,N/A
5232,Los Angeles Memorial Coliseum,outdoors,grass,3,3,62,64,5,N/A
5233,Ford Field,dome,fieldturf,3,3,N/A,N/A,N/A,N/A
5234,AT&T Stadium,retractable roof (closed),fieldturf,2,5,N/A,N/A,N/A,N/A
5235,Mercedes-Benz Stadium,retractable roof (closed),fieldturf,6,7,N/A,N/A,N/A,N/A
5236,Bank of America Stadium,outdoors,grass,3,4,64,77,16,N/A
5237,Paul Brown Stadium,outdoors,grass,4,5,46,77,15,N/A
5238,Lucas Oil Stadium,retractable roof (closed),fieldturf,2,5,N/A,N/A,N/A,N/A
5239,TIAA Bank Stadium,outdoors,grass,3,3,N/A,N/A,N/A,N/A
5240,Hard Rock Stadium,outdoors,grass,4,5,N/A,N/A,N/A,N/A
5241,MetLife Stadium,outdoors,fieldturf,3,3,32,86,10,N/A
5242,Heinz Field,outdoors,grass,4,4,46,91,6,N/A
5243,M&T Bank Stadium,outdoors,grass,3,4,40,91,13,N/A
5244,State Farm Stadium,retractable roof (closed),grass,2,3,N/A,N/A,N/A,N/A
5245,Empower Field at Mile High,outdoors,grass,5,6,33,51,7,N/A
5246,Arrowhead Stadium,outdoors,grass,2,3,36,55,20,N/A
5247,NRG Stadium,retractable roof (closed),grass,1,1,N/A,N/A,N/A,N/A
5248,CenturyLink Field,outdoors,fieldturf,4,4,51,65,1,N/A
5249,Soldier Field,outdoors,grass,2,3,44,66,9,N/A
5250,Mercedes-Benz Stadium,retractable roof (closed),fieldturf,6,6,N/A,N/A,N/A,N/A
5251,New Era Field,outdoors,astroturf,4,4,43,48,18,N/A
5252,FirstEnergy Stadium,outdoors,grass,6,6,48,58,16,N/A
5253,Lambeau Field,outdoors,grass,3,3,37,75,10,N/A
5254,NRG Stadium,retractable roof (closed),grass,2,2,N/A,N/A,N/A,N/A
5255,U.S. Bank Stadium,dome,sportturf,2,3,N/A,N/A,N/A,N/A
5256,Mercedes-Benz Superdome,dome,astroturf,4,4,N/A,N/A,N/A,N/A
5257,MetLife Stadium,outdoors,fieldturf,10,11,41,47,9,N/A
5258,Raymond James Stadium,outdoors,grass,3,4,78,58,9,N/A
5259,TIAA Bank Stadium,outdoors,grass,2,2,N/A,N/A,N/A,N/A
5260,State Farm Stadium,retractable roof (closed),grass,4,4,N/A,N/A,N/A,N/A
5261,Gillette Stadium,outdoors,fieldturf,4,5,32,56,8,N/A
5262,Ring Central Coliseum,outdoors,grass,0,1,59,78,5,N/A
5263,Los Angeles Memorial Coliseum,outdoors,grass,2,3,60,79,4,N/A
5264,Lincoln Financial Field,outdoors,grass,2,3,53,87,11,N/A
5265,M&T Bank Stadium,outdoors,grass,0,1,33,55,3,N/A
5266,Bank of America Stadium,outdoors,grass,2,2,56,45,5,N/A
5267,Paul Brown Stadium,outdoors,grass,4,4,36,58,6,N/A
5268,Ford Field,dome,fieldturf,2,3,N/A,N/A,N/A,N/A
5269,Lambeau Field,outdoors,grass,2,2,11,70,7,N/A
5270,Arrowhead Stadium,outdoors,grass,4,4,24,88,8,N/A
5271,MetLife Stadium,outdoors,fieldturf,2,3,48,42,19,N/A
5272,Nissan Stadium,outdoors,grass,1,2,45,71,4,N/A
5273,FedExField,outdoors,grass,3,3,52,44,13,N/A
5274,State Farm Stadium,retractable roof (closed),grass,2,3,N/A,N/A,N/A,N/A
5275,Ring Central Coliseum,outdoors,grass,5,6,59,52,7,N/A
5276,StubHub Center,outdoors,grass,5,5,64,28,14,N/A
5277,AT&T Stadium,retractable roof (closed),fieldturf,3,3,N/A,N/A,N/A,N/A
5278,Levi's Stadium,outdoors,grass,4,4,55,58,6,N/A
5279,Heinz Field,outdoors,grass,2,2,31,67,6,N/A
5280,Mercedes-Benz Superdome,dome,astroturf,2,2,N/A,N/A,N/A,N/A
5281,Raymond James Stadium,outdoors,grass,5,6,73,65,11,N/A
5282,Gillette Stadium,outdoors,fieldturf,4,4,33,64,2,N/A
5283,Levi's Stadium,outdoors,grass,3,4,58,66,12,N/A
5284,Mercedes-Benz Stadium,retractable roof (closed),fieldturf,3,4,N/A,N/A,N/A,N/A
5285,FirstEnergy Stadium,outdoors,grass,2,2,49,41,10,N/A
5286,Lucas Oil Stadium,retractable roof (closed),fieldturf,3,3,N/A,N/A,N/A,N/A
5287,Hard Rock Stadium,outdoors,grass,3,4,76,68,15,N/A
5288,MetLife Stadium,outdoors,fieldturf,4,4,45,52,6,N/A
5289,Nissan Stadium,outdoors,grass,1,1,50,59,4,N/A
5290,FedExField,outdoors,grass,0,1,44,52,6,N/A
5291,Empower Field at Mile High,outdoors,grass,3,3,67,8,3,N/A
5292,StubHub Center,outdoors,grass,2,2,64,60,10,N/A
5293,Lincoln Financial Field,outdoors,grass,4,6,47,46,7,N/A
5294,CenturyLink Field,outdoors,fieldturf,4,5,43,87,7,N/A
5295,Soldier Field,outdoors,grass,3,3,45,66,10,N/A
5296,U.S. Bank Stadium,dome,sportturf,4,4,N/A,N/A,N/A,N/A
5297,New Era Field,outdoors,astroturf,4,6,43,85,7,N/A
5298,Bank of America Stadium,outdoors,grass,1,1,63,89,9,N/A
5299,Paul Brown Stadium,outdoors,grass,3,3,64,80,7,N/A
5300,Ford Field,dome,fieldturf,5,6,N/A,N/A,N/A,N/A
5301,Arrowhead Stadium,outdoors,grass,1,1,40,70,16,N/A
5302,U.S. Bank Stadium,dome,sportturf,8,8,N/A,N/A,N/A,N/A
5303,Gillette Stadium,outdoors,fieldturf,3,3,43,41,2,N/A
5304,Raymond James Stadium,outdoors,grass,5,8,78,77,12,N/A
5305,AT&T Stadium,retractable roof (closed),fieldturf,7,7,N/A,N/A,N/A,N/A
5306,Empower Field at Mile High,outdoors,grass,6,8,31,43,6,N/A
5307,NRG Stadium,retractable roof (closed),grass,0,0,N/A,N/A,N/A,N/A
5308,TIAA Bank Stadium,outdoors,grass,5,5,N/A,N/A,N/A,N/A
5309,MetLife Stadium,outdoors,fieldturf,3,3,42,69,5,N/A
5310,Los Angeles Memorial Coliseum,outdoors,grass,2,3,62,47,0,N/A
5311,M&T Bank Stadium,outdoors,grass,5,5,46,91,7,N/A
5312,CenturyLink Field,outdoors,fieldturf,2,2,51,70,3,N/A
5313,NRG Stadium,retractable roof (closed),grass,6,6,N/A,N/A,N/A,N/A
5314,Gillette Stadium,outdoors,fieldturf,2,2,44,88,4,N/A
5315,Mercedes-Benz Superdome,dome,astroturf,4,5,N/A,N/A,N/A,N/A
5316,Lincoln Financial Field,outdoors,grass,4,5,41,40,17,N/A
5317,Levi's Stadium,outdoors,grass,3,3,56,67,11,N/A
5318,M&T Bank Stadium,outdoors,grass,2,2,69,70,12,N/A
5319,Arrowhead Stadium,outdoors,grass,2,3,N/A,N/A,N/A,N/A
5320,Lambeau Field,outdoors,grass,1,2,23,74,8,N/A
5321,Arrowhead Stadium,outdoors,grass,1,1,N/A,N/A,N/A,N/A
5322,Levi's Stadium,outdoors,grass,3,3,58,56,5,N/A
5323,Hard Rock Stadium,outdoors,grass,3,3,N/A,N/A,N/A,N/A
5324,Arrowhead Stadium,outdoors,grass,2,3,56,95,7,N/A
5325,Mercedes-Benz Stadium,retractable roof (closed),fieldturf,3,3,N/A,N/A,N/A,N/A
5326,Bills Stadium,outdoors,astroturf,3,5,67,93,15,N/A
5327,Bank of America Stadium,outdoors,grass,5,5,81,59,5,N/A
5328,Ford Field,dome,fieldturf,5,6,N/A,N/A,N/A,N/A
5329,TIAA Bank Stadium,outdoors,grass,4,5,80,85,3,N/A
5330,U.S. Bank Stadium,dome,sportturf,3,3,N/A,N/A,N/A,N/A
5331,Gillette Stadium,outdoors,fieldturf,1,2,70,62,8,N/A
5332,M&T Bank Stadium,outdoors,grass,1,2,76,72,5,N/A
5333,FedExField,outdoors,grass,3,5,76,68,5,N/A
5334,Paul Brown Stadium,outdoors,grass,5,7,83,56,6,N/A
5335,Mercedes-Benz Superdome,dome,astroturf,3,4,N/A,N/A,N/A,N/A
5336,Levi's Stadium,outdoors,grass,3,5,66,68,6,N/A
5337,SoFi Stadium,dome,matrixturf,3,5,N/A,N/A,N/A,N/A
5338,MetLife Stadium,outdoors,fieldturf,3,3,71,44,5,N/A
5339,Empower Field at Mile High,outdoors,grass,1,4,79,14,10,N/A
5340,FirstEnergy Stadium,outdoors,grass,3,3,65,52,8,N/A
5341,Soldier Field,outdoors,grass,3,5,66,41,12,N/A
5342,Lucas Oil Stadium,retractable roof (closed),fieldturf,5,5,N/A,N/A,N/A,N/A
5343,AT&T Stadium,retractable roof (closed),fieldturf,6,6,N/A,N/A,N/A,N/A
5344,Lambeau Field,outdoors,grass,2,3,66,41,12,N/A
5345,Hard Rock Stadium,outdoors,grass,3,3,90,68,5,N/A
5346,MetLife Stadium,outdoors,fieldturf,3,3,61,29,7,N/A
5347,Nissan Stadium,outdoors,grass,3,3,72,60,5,N/A
5348,Lincoln Financial Field,outdoors,grass,3,3,62,34,12,N/A
5349,Heinz Field,outdoors,grass,3,4,64,39,5,N/A
5350,Raymond James Stadium,outdoors,grass,2,2,85,72,17,N/A
5351,State Farm Stadium,retractable roof (closed),grass,4,4,N/A,N/A,N/A,N/A
5352,NRG Stadium,retractable roof (closed),grass,7,7,N/A,N/A,N/A,N/A
5353,SoFi Stadium,dome,matrixturf,5,5,N/A,N/A,N/A,N/A
5354,Lumen Field,outdoors,fieldturf,1,2,70,57,5,N/A
5355,Allegiant Stadium,dome,grass,3,3,N/A,N/A,N/A,N/A
5356,TIAA Bank Stadium,outdoors,grass,1,1,81,75,12,N/A
5357,Mercedes-Benz Stadium,retractable roof (open),fieldturf,3,5,N/A,N/A,N/A,N/A
5358,Bills Stadium,outdoors,astroturf,1,2,79,52,16,N/A
5359,FirstEnergy Stadium,outdoors,grass,2,2,73,64,18,N/A
5360,U.S. Bank Stadium,dome,sportturf,7,8,N/A,N/A,N/A,N/A
5361,Gillette Stadium,outdoors,fieldturf,5,6,73,81,8,N/A
5362,MetLife Stadium,outdoors,fieldturf,6,7,75,72,2,N/A
5363,Lincoln Financial Field,outdoors,grass,6,6,76,82,5,N/A
5364,Heinz Field,outdoors,grass,2,2,79,69,6,N/A
5365,Lucas Oil Stadium,retractable roof (closed),fieldturf,2,3,N/A,N/A,N/A,N/A
5366,SoFi Stadium,dome,matrixturf,6,6,N/A,N/A,N/A,N/A
5367,State Farm Stadium,retractable roof (closed),grass,5,5,N/A,N/A,N/A,N/A
5368,Empower Field at Mile High,outdoors,grass,3,3,55,39,7,N/A
5369,Lumen Field,outdoors,fieldturf,2,2,63,65,3,N/A
5370,Mercedes-Benz Superdome,dome,astroturf,6,6,N/A,N/A,N/A,N/A
5371,M&T Bank Stadium,outdoors,grass,2,3,73,84,8,N/A
5372,MetLife Stadium,outdoors,fieldturf,8,8,64,55,6,N/A
5373,Bank of America Stadium,outdoors,grass,1,2,68,48,8,N/A
5374,Soldier Field,outdoors,grass,5,5,52,54,10,N/A
5375,Paul Brown Stadium,outdoors,grass,8,9,64,58,6,N/A
5376,AT&T Stadium,retractable roof (closed),fieldturf,2,2,N/A,N/A,N/A,N/A
5377,Ford Field,dome,fieldturf,0,0,N/A,N/A,N/A,N/A
5378,NRG Stadium,retractable roof (closed),grass,4,5,N/A,N/A,N/A,N/A
5379,Hard Rock Stadium,outdoors,grass,6,6,86,71,13,N/A
5380,Raymond James Stadium,outdoors,grass,2,4,75,87,6,N/A
5381,FedExField,outdoors,grass,2,3,65,45,5,N/A
5382,SoFi Stadium,dome,matrixturf,4,4,N/A,N/A,N/A,N/A
5383,Allegiant Stadium,dome,grass,4,4,N/A,N/A,N/A,N/A
5384,Levi's Stadium,outdoors,grass,1,1,84,30,12,N/A
5385,Arrowhead Stadium,outdoors,grass,3,3,73,39,14,N/A
5386,Lambeau Field,outdoors,grass,2,2,53,46,9,N/A
5387,Soldier Field,outdoors,grass,6,6,57,74,7,N/A
5388,Mercedes-Benz Stadium,retractable roof (closed),fieldturf,6,6,N/A,N/A,N/A,N/A
5389,NRG Stadium,retractable roof (closed),grass,3,5,N/A,N/A,N/A,N/A
5390,Arrowhead Stadium,outdoors,grass,3,3,80,57,16,N/A
5391,MetLife Stadium,outdoors,fieldturf,2,2,64,57,8,N/A
5392,Heinz Field,outdoors,grass,1,2,70,89,4,N/A
5393,M&T Bank Stadium,outdoors,grass,3,4,69,92,3,N/A
5394,FedExField,outdoors,grass,2,2,69,82,2,N/A
5395,Levi's Stadium,outdoors,grass,6,6,73,41,6,N/A
5396,FirstEnergy Stadium,outdoors,grass,6,6,64,67,16,N/A
5397,AT&T Stadium,retractable roof (closed),fieldturf,7,7,N/A,N/A,N/A,N/A
5398,Lumen Field,outdoors,fieldturf,2,2,54,90,10,N/A
5399,Mercedes-Benz Superdome,dome,astroturf,3,4,N/A,N/A,N/A,N/A
5400,Nissan Stadium,outdoors,grass,1,1,73,32,3,N/A
5401,Bank of America Stadium,outdoors,grass,6,7,63,44,6,N/A
5402,Lucas Oil Stadium,retractable roof (closed),fieldturf,3,4,N/A,N/A,N/A,N/A
5403,TIAA Bank Stadium,outdoors,grass,3,5,78,78,10,N/A
5404,U.S. Bank Stadium,dome,sportturf,4,4,N/A,N/A,N/A,N/A
5405,Gillette Stadium,outdoors,fieldturf,8,8,58,45,7,N/A
5406,MetLife Stadium,outdoors,fieldturf,4,5,62,48,0,N/A
5407,Nissan Stadium,outdoors,grass,1,3,61,58,10,N/A
5408,Lincoln Financial Field,outdoors,grass,3,4,61,52,7,N/A
5409,Heinz Field,outdoors,grass,1,1,61,43,9,N/A
5410,Hard Rock Stadium,outdoors,grass,1,2,85,66,15,N/A
5411,Raymond James Stadium,outdoors,grass,2,2,88,48,12,N/A
5412,Levi's Stadium,outdoors,grass,2,2,86,22,10,N/A
5413,Bills Stadium,outdoors,astroturf,3,4,51,92,6,N/A
5414,AT&T Stadium,retractable roof (closed),fieldturf,2,3,N/A,N/A,N/A,N/A
5415,Lincoln Financial Field,outdoors,grass,1,2,70,75,4,N/A
5416,Mercedes-Benz Stadium,retractable roof (closed),fieldturf,3,4,N/A,N/A,N/A,N/A
5417,Paul Brown Stadium,outdoors,grass,3,3,48,77,8,N/A
5418,NRG Stadium,retractable roof (closed),grass,2,3,N/A,N/A,N/A,N/A
5419,Mercedes-Benz Superdome,dome,astroturf,3,4,N/A,N/A,N/A,N/A
5420,MetLife Stadium,outdoors,fieldturf,7,9,52,52,8,N/A
5421,Nissan Stadium,outdoors,grass,3,4,55,88,3,N/A
5422,FedExField,outdoors,grass,2,3,46,90,5,N/A
5423,Allegiant Stadium,dome,grass,3,3,N/A,N/A,N/A,N/A
5424,Empower Field at Mile High,outdoors,grass,4,4,14,78,11,N/A
5425,Gillette Stadium,outdoors,fieldturf,4,4,49,60,7,N/A
5426,SoFi Stadium,dome,matrixturf,2,3,N/A,N/A,N/A,N/A
5427,State Farm Stadium,retractable roof (closed),grass,5,6,N/A,N/A,N/A,N/A
5428,SoFi Stadium,dome,matrixturf,2,3,N/A,N/A,N/A,N/A
5429,Bank of America Stadium,outdoors,grass,5,5,76,76,8,N/A
5430,Bills Stadium,outdoors,astroturf,3,3,41,87,17,N/A
5431,Paul Brown Stadium,outdoors,grass,1,2,48,52,24,N/A
5432,FirstEnergy Stadium,outdoors,grass,5,7,49,56,35,N/A
5433,Ford Field,dome,fieldturf,0,1,N/A,N/A,N/A,N/A
5434,Lambeau Field,outdoors,grass,0,0,34,50,23,N/A
5435,Arrowhead Stadium,outdoors,grass,3,4,52,0,11,N/A
5436,Hard Rock Stadium,outdoors,grass,1,2,86,73,10,N/A
5437,M&T Bank Stadium,outdoors,grass,1,1,52,97,7,N/A
5438,Empower Field at Mile High,outdoors,grass,4,4,64,23,10,N/A
5439,Soldier Field,outdoors,grass,7,8,40,41,20,N/A
5440,Lumen Field,outdoors,fieldturf,1,1,55,58,4,N/A
5441,Lincoln Financial Field,outdoors,grass,3,4,49,66,17,N/A
5442,MetLife Stadium,outdoors,fieldturf,5,5,39,46,8,N/A
5443,Levi's Stadium,outdoors,grass,3,3,78,83,5,N/A
5444,Mercedes-Benz Stadium,retractable roof (closed),fieldturf,4,4,N/A,N/A,N/A,N/A
5445,Bills Stadium,outdoors,astroturf,5,6,69,41,4,N/A
5446,Lucas Oil Stadium,retractable roof (closed),fieldturf,2,2,N/A,N/A,N/A,N/A
5447,TIAA Bank Stadium,outdoors,grass,4,4,79,71,14,N/A
5448,Arrowhead Stadium,outdoors,grass,3,6,71,63,19,N/A
5449,U.S. Bank Stadium,dome,sportturf,2,3,N/A,N/A,N/A,N/A
5450,Nissan Stadium,outdoors,grass,2,2,77,55,14,N/A
5451,FedExField,outdoors,grass,5,5,75,49,1,N/A
5452,SoFi Stadium,dome,matrixturf,3,4,N/A,N/A,N/A,N/A
5453,State Farm Stadium,retractable roof (closed),grass,3,4,N/A,N/A,N/A,N/A
5454,AT&T Stadium,retractable roof (closed),fieldturf,6,6,N/A,N/A,N/A,N/A
5455,Raymond James Stadium,outdoors,grass,2,2,77,76,17,N/A
5456,MetLife Stadium,outdoors,fieldturf,5,5,61,72,2,N/A
5457,Nissan Stadium,outdoors,grass,3,4,56,46,6,N/A
5458,Bank of America Stadium,outdoors,grass,5,5,65,90,15,N/A
5459,FirstEnergy Stadium,outdoors,grass,1,2,59,66,25,N/A
5460,Ford Field,dome,fieldturf,5,6,N/A,N/A,N/A,N/A
5461,Lambeau Field,outdoors,grass,3,3,38,76,23,N/A
5462,MetLife Stadium,outdoors,fieldturf,3,3,56,60,18,N/A
5463,State Farm Stadium,retractable roof (closed),grass,7,7,N/A,N/A,N/A,N/A
5464,Hard Rock Stadium,outdoors,grass,3,4,83,73,7,N/A
5465,Allegiant Stadium,dome,grass,5,5,N/A,N/A,N/A,N/A
5466,Mercedes-Benz Superdome,dome,astroturf,4,4,N/A,N/A,N/A,N/A
5467,Heinz Field,outdoors,grass,4,4,52,82,21,N/A
5468,SoFi Stadium,dome,matrixturf,4,4,N/A,N/A,N/A,N/A
5469,Gillette Stadium,outdoors,fieldturf,2,2,52,81,13,N/A
5470,Soldier Field,outdoors,grass,4,4,44,59,11,N/A
5471,Lumen Field,outdoors,fieldturf,2,2,48,74,11,N/A
